L* background,L* Ref,a* Ref,b* Ref,reference Color ID,Test Direction,L* RefFinal,a* RefFinal,b* RefFinal,L* TestFinal,a* TestFinal,b* TestFinal,Observer ID
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,62.60660172,10.60660172,1
80,95,0,0,5,11,95,0,0,80.85786438,0,-14.14213562,1
80,40,0,-15,4,4,40,0,-1,40,0,-33,1
80,95,0,0,5,9,95,0,0,75.90811691,-19.09188309,0,2
80,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,24.39339828,10.60660172,2
30,50,35.35533906,35.35533906,6,2,50,35.35533906,-20.64466094,50,35.35533906,61.35533906,2
80,70,0,15,3,3,70,25,15,70,-47,15,2
30,40,0,-15,4,8,Inf,Inf,Inf,Inf,Inf,Inf,2
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-13.64466094,35.35533906,2
30,70,0,15,3,6,70,0,15,70,15.55634919,30.55634919,2
80,95,0,0,5,12,95.70710678,0,-0.707106781,43.38120497,0,51.61879503,2
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-5.644660941,35.35533906,2
30,95,0,0,5,10,95,0,0,55.40202025,39.59797975,0,2
30,70,0,15,3,1,70,0,15,70,18,15,2
80,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,58.60660172,2
30,95,0,0,5,11,95,0,0,74.49390335,0,-20.50609665,2
80,50,10.60660172,10.60660172,1,1,50,-0.393398282,10.60660172,50,80.60660172,10.60660172,2
30,60,-10.60660172,10.60660172,2,3,60,21.39339828,10.60660172,60,-40.60660172,10.60660172,2
80,40,0,-15,4,5,40,0,-15,40,34.64823228,-49.64823228,2
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,-13.39339828,60,-10.60660172,65.60660172,2
80,70,0,15,3,6,70,-10.60660172,4.393398282,70,34.64823228,49.64823228,2
80,95,0,0,5,8,95,0,0,54,0,0,2
80,60,-10.60660172,10.60660172,2,8,93,-10.60660172,10.60660172,15,-10.60660172,10.60660172,2
30,40,0,-15,4,6,40,-1.414213562,-16.41421356,40,67.17514421,52.17514421,2
30,95,0,0,5,11,Inf,Inf,Inf,Inf,Inf,Inf,2
30,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,43.13351365,43.13351365,2
80,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-9.644660941,35.35533906,2
80,40,0,-15,4,7,40,0,-15,71,0,-15,2
80,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-10.39339828,10.60660172,2
30,40,0,-15,4,1,40,-10,-15,40,70,-15,2
80,60,-10.60660172,10.60660172,2,3,60,21.39339828,10.60660172,60,-40.60660172,10.60660172,2
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,9.606601718,60,-10.60660172,65.60660172,2
30,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,14.14213562,-14.14213562,2
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-15.39339828,10.60660172,2
80,50,10.60660172,10.60660172,1,6,50,-0.707106781,-0.707106781,50,65.76093065,65.76093065,2
30,40,0,-15,4,7,24,0,-15,90,0,-15,2
30,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,55.60660172,10.60660172,2
80,50,35.35533906,35.35533906,6,7,Inf,Inf,Inf,Inf,Inf,Inf,2
50,70,0,15,3,7,49,0,15,96,0,15,2
30,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,31,-10.60660172,10.60660172,2
30,50,10.60660172,10.60660172,1,5,50,-4.242640687,25.45584412,50,89.09545443,-67.88225099,2
80,50,35.35533906,35.35533906,6,8,Inf,Inf,Inf,Inf,Inf,Inf,2
50,70,0,15,3,8,70,0,15,50,0,15,2
80,40,0,-15,4,1,40,0,-15,40,45,-15,2
30,60,-10.60660172,10.60660172,2,3,60,18.39339828,10.60660172,60,-40.60660172,10.60660172,2
80,60,-10.60660172,10.60660172,2,3,60,24.39339828,10.60660172,60,-40.60660172,10.60660172,2
50,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,20.39339828,10.60660172,2
80,60,-10.60660172,10.60660172,2,7,37,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-45.64466094,2
50,50,35.35533906,35.35533906,6,1,50,5.355339059,35.35533906,50,80.35533906,35.35533906,2
30,40,0,-15,4,6,40,0,-15,40,28.28427125,13.28427125,2
80,50,35.35533906,35.35533906,6,6,50,2.828427125,2.828427125,50,65.76093065,65.76093065,2
50,50,10.60660172,10.60660172,1,6,50,-17.67766953,-17.67766953,50,65.76093065,65.76093065,2
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,17.67766953,38.89087297,2
50,50,35.35533906,35.35533906,6,7,Inf,Inf,Inf,Inf,Inf,Inf,2
30,50,35.35533906,35.35533906,6,8,Inf,Inf,Inf,Inf,Inf,Inf,2
50,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-25.39339828,2
50,95,0,0,5,12,95,0,0,45.50252532,0,49.49747468,2
50,40,0,-15,4,8,56,0,-15,9,0,-15,2
50,40,0,-15,4,7,40,0,-15,65,0,-15,2
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,-5.393398282,60,-10.60660172,65.60660172,2
50,60,-10.60660172,10.60660172,2,7,37,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
50,95,0,0,5,8,95,0,0,32,0,0,2
50,50,35.35533906,35.35533906,6,2,50,35.35533906,-55.64466094,50,35.35533906,61.35533906,2
80,70,0,15,3,7,70,0,15,96,0,15,2
50,95,0,0,5,10,95,0,0,48.33095244,46.66904756,0,2
80,40,0,-15,4,5,40,-14.8492424,-0.150757595,40,80.61017306,-95.61017306,2
30,95,0,0,5,12,95,0,0,68.12994231,0,26.87005769,2
80,70,0,15,3,8,86,0,15,17,0,15,2
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-15.39339828,2
30,60,-10.60660172,10.60660172,2,7,30,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
30,40,0,-15,4,4,40,0,16,40,0,-33,2
50,40,0,-15,4,5,40,-21.92031022,6.920310217,40,80.61017306,-95.61017306,2
50,95,0,0,5,9,98.53553391,3.535533906,0,60.35176772,-34.64823228,0,2
50,40,0,-15,4,3,40,31,-15,40,-15,-15,2
50,70,0,15,3,1,70,-23,15,70,43,15,2
50,40,0,-15,4,1,40,0,-15,40,40,-15,2
80,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-30.39339828,2
80,50,35.35533906,35.35533906,6,2,50,35.35533906,-35.64466094,50,35.35533906,61.35533906,2
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-55.64466094,2
80,50,10.60660172,10.60660172,1,7,46,10.60660172,10.60660172,90,10.60660172,10.60660172,2
80,70,0,15,3,1,70,-6,15,70,43,15,2
80,70,0,15,3,1,70,-17,15,70,43,15,2
80,50,35.35533906,35.35533906,6,7,39,35.35533906,35.35533906,71,35.35533906,35.35533906,2
50,50,10.60660172,10.60660172,1,6,50,-13.43502884,-13.43502884,50,65.76093065,65.76093065,2
30,95,0,0,5,9,95,0,0,78.02943725,-16.97056275,0,2
30,50,10.60660172,10.60660172,1,7,25,10.60660172,10.60660172,90,10.60660172,10.60660172,2
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-52.64466094,2
50,50,10.60660172,10.60660172,1,2,50,10.60660172,-28.39339828,50,10.60660172,58.60660172,2
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-10.39339828,2
50,40,0,-15,4,8,70,0,-15,9,0,-15,2
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,34,-10.60660172,10.60660172,2
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-45.64466094,2
80,60,-10.60660172,10.60660172,2,5,60,-21.92031022,21.92031022,60,62.93250353,-62.93250353,2
30,50,35.35533906,35.35533906,6,1,50,19.35533906,35.35533906,50,80.35533906,35.35533906,2
80,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,32.52691193,-32.52691193,2
80,50,35.35533906,35.35533906,6,5,50,24.04163056,46.66904756,50,82.7314934,-12.02081528,2
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,-5.393398282,60,-10.60660172,65.60660172,2
30,70,0,15,3,6,70,-14.8492424,0.150757595,70,34.64823228,49.64823228,2
50,60,-10.60660172,10.60660172,2,5,60,-38.18376618,38.18376618,60,62.93250353,-62.93250353,2
50,40,0,-15,4,7,24,0,-15,90,0,-15,2
50,40,0,-15,4,1,40,0,-15,40,50,-15,2
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,17,10.60660172,10.60660172,2
50,95,0,0,5,12,95,0,0,57.5233406,0,37.4766594,2
30,95,0,0,5,8,95,0,0,17,0,0,2
80,95,0,0,5,10,95,0,0,72.372583,22.627417,0,2
50,50,10.60660172,10.60660172,1,7,43,10.60660172,10.60660172,90,10.60660172,10.60660172,2
30,70,0,15,3,8,70,0,15,27,0,15,2
50,70,0,15,3,6,70,-11.3137085,3.686291501,70,34.64823228,49.64823228,2
50,50,35.35533906,35.35533906,6,7,39,35.35533906,35.35533906,71,35.35533906,35.35533906,2
30,50,35.35533906,35.35533906,6,5,50,12.72792206,57.98275606,50,82.7314934,-12.02081528,2
30,40,0,-15,4,3,40,45,-15,40,-15,-15,2
30,40,0,-15,4,4,40,0,24,40,0,-33,2
80,95,0,0,5,9,95.70710678,0.707106781,0,60.35176772,-34.64823228,0,2
80,50,35.35533906,35.35533906,6,1,50,9.355339059,35.35533906,50,80.35533906,35.35533906,2
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,-5.393398282,60,-10.60660172,65.60660172,2
30,40,0,-15,4,5,40,-21.92031022,6.920310217,40,80.61017306,-95.61017306,2
80,50,10.60660172,10.60660172,1,5,50,-11.3137085,32.52691193,50,89.09545443,-67.88225099,2
30,60,-10.60660172,10.60660172,2,8,61,-10.60660172,10.60660172,15,-10.60660172,10.60660172,2
30,70,0,15,3,1,70,-37,15,70,43,15,2
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,12.02081528,33.23401872,2
50,50,35.35533906,35.35533906,6,6,50,-7.071067812,-7.071067812,50,65.76093065,65.76093065,2
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-35.64466094,2
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-26.64466094,35.35533906,2
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,20.50609665,41.71930009,2
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-34.64466094,2
80,50,10.60660172,10.60660172,1,2,50,10.60660172,-10.39339828,50,10.60660172,58.60660172,2
80,40,0,-15,4,6,40,0,-15,40,22.627417,7.627416998,2
50,50,10.60660172,10.60660172,1,2,50,10.60660172,-35.39339828,50,10.60660172,58.60660172,2
50,60,-10.60660172,10.60660172,2,7,35,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
80,70,0,15,3,5,70,-18.38477631,33.38477631,70,61.51828996,-46.51828996,2
30,50,35.35533906,35.35533906,6,8,66,35.35533906,35.35533906,29,35.35533906,35.35533906,2
80,40,0,-15,4,1,40,0,-15,40,40,-15,2
80,50,10.60660172,10.60660172,1,8,66,10.60660172,10.60660172,15,10.60660172,10.60660172,2
50,95,0,0,5,9,95,0,0,63.88730163,-31.11269837,0,2
50,95,0,0,5,11,95,0,0,66.00862197,0,-28.99137803,2
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,7.778174593,28.99137803,2
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,18.38477631,-18.38477631,2
80,70,0,15,3,6,70,-14.8492424,0.150757595,70,34.64823228,49.64823228,2
80,40,0,-15,4,6,40,0,-15,40,21.92031022,6.920310217,2
30,70,0,15,3,5,70,0,15,70,29.69848481,-14.69848481,2
50,50,10.60660172,10.60660172,1,1,50,-15.39339828,10.60660172,50,80.60660172,10.60660172,2
30,70,0,15,3,4,70,0,15,70,0,-17,2
50,60,-10.60660172,10.60660172,2,3,60,10.39339828,10.60660172,60,-40.60660172,10.60660172,2
50,70,0,15,3,2,70,0,-11,70,0,75,2
80,60,-10.60660172,10.60660172,2,7,35,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
50,70,0,15,3,1,70,-32,15,70,43,15,2
50,70,0,15,3,2,70,0,-11,70,0,75,2
30,60,-10.60660172,10.60660172,2,1,60,-22.60660172,10.60660172,60,65.39339828,10.60660172,2
80,40,0,-15,4,4,40,0,20,40,0,-33,2
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,50.91168825,72.12489168,2
80,50,10.60660172,10.60660172,1,3,50,13.60660172,10.60660172,50,-35.39339828,10.60660172,2
50,70,0,15,3,8,70,0,15,37,0,15,2
80,40,0,-15,4,3,40,35,-15,40,-15,-15,2
80,40,0,-15,4,3,40,41,-15,40,-15,-15,2
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,21,10.60660172,10.60660172,2
50,50,10.60660172,10.60660172,1,1,50,-16.39339828,10.60660172,50,80.60660172,10.60660172,2
50,70,0,15,3,6,70,-11.3137085,3.686291501,70,34.64823228,49.64823228,2
50,50,35.35533906,35.35533906,6,2,50,35.35533906,-47.64466094,50,35.35533906,61.35533906,2
30,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-30.39339828,2
50,40,0,-15,4,4,40,0,39,40,0,-33,2
50,50,35.35533906,35.35533906,6,8,66,35.35533906,35.35533906,29,35.35533906,35.35533906,2
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,75,10.60660172,10.60660172,2
30,95,0,0,5,10,95.70710678,-0.707106781,0,34.18881682,60.81118318,0,2
80,70,0,15,3,7,44,0,15,96,0,15,2
30,50,10.60660172,10.60660172,1,3,50,70.60660172,10.60660172,50,-35.39339828,10.60660172,2
50,50,35.35533906,35.35533906,6,1,50,-21.64466094,35.35533906,50,80.35533906,35.35533906,2
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,47.37615434,68.58935778,2
50,40,0,-15,4,6,40,0,-15,40,67.17514421,52.17514421,2
80,50,10.60660172,10.60660172,1,6,50,2.121320344,2.121320344,50,65.76093065,65.76093065,2
80,60,-10.60660172,10.60660172,2,8,76,-10.60660172,10.60660172,15,-10.60660172,10.60660172,2
80,50,10.60660172,10.60660172,1,8,75,10.60660172,10.60660172,15,10.60660172,10.60660172,2
50,95,0,0,5,10,95,0,0,51.86648635,43.13351365,0,2
30,50,10.60660172,10.60660172,1,7,15,10.60660172,10.60660172,90,10.60660172,10.60660172,2
50,40,0,-15,4,5,40,-36.06244584,21.06244584,40,80.61017306,-95.61017306,2
80,40,0,-15,4,7,29,0,-15,90,0,-15,2
50,50,10.60660172,10.60660172,1,8,56,10.60660172,10.60660172,15,10.60660172,10.60660172,2
30,50,10.60660172,10.60660172,1,5,50,-14.8492424,36.06244584,50,89.09545443,-67.88225099,2
50,70,0,15,3,5,70,-25.45584412,40.45584412,70,61.51828996,-46.51828996,2
50,50,10.60660172,10.60660172,1,3,50,26.60660172,10.60660172,50,-35.39339828,10.60660172,2
30,50,35.35533906,35.35533906,6,7,29,35.35533906,35.35533906,71,35.35533906,35.35533906,2
30,50,35.35533906,35.35533906,6,5,Inf,Inf,Inf,Inf,Inf,Inf,2
80,70,0,15,3,2,70,0,-15,70,0,75,2
50,50,10.60660172,10.60660172,1,8,66,10.60660172,10.60660172,15,10.60660172,10.60660172,2
30,40,0,-15,4,5,40,-36.06244584,21.06244584,40,80.61017306,-95.61017306,2
30,70,0,15,3,5,70,-28.99137803,43.99137803,70,61.51828996,-46.51828996,2
30,40,0,-15,4,1,40,0,-15,40,70,-15,2
80,40,0,-15,4,8,42,0,-15,9,0,-15,2
50,50,10.60660172,10.60660172,1,7,39,10.60660172,10.60660172,90,10.60660172,10.60660172,2
80,50,35.35533906,35.35533906,6,6,50,9.899494937,9.899494937,50,65.76093065,65.76093065,2
50,50,10.60660172,10.60660172,1,5,50,2.828427125,18.38477631,50,89.09545443,-67.88225099,2
80,70,0,15,3,3,70,36,15,70,-47,15,2
30,95,0,0,5,8,95,0,0,25,0,0,2
50,70,0,15,3,3,70,23,15,70,-47,15,2
30,40,0,-15,4,7,24,0,-15,90,0,-15,2
50,50,10.60660172,10.60660172,1,4,50,10.60660172,26.60660172,50,10.60660172,-50.39339828,2
80,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,60.39339828,10.60660172,2
80,50,35.35533906,35.35533906,6,8,66,35.35533906,35.35533906,29,35.35533906,35.35533906,2
80,70,0,15,3,5,70,-21.92031022,36.92031022,70,61.51828996,-46.51828996,2
30,50,35.35533906,35.35533906,6,6,50,9.899494937,9.899494937,50,65.76093065,65.76093065,2
30,40,0,-15,4,3,40,46,-15,40,-15,-15,2
50,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-35.39339828,10.60660172,2
80,70,0,15,3,4,70,0,36,70,0,-47,2
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,25,-10.60660172,10.60660172,2
50,50,35.35533906,35.35533906,6,6,50,2.828427125,2.828427125,50,65.76093065,65.76093065,2
50,50,10.60660172,10.60660172,1,5,50,-28.99137803,50.20458146,50,89.09545443,-67.88225099,2
50,50,35.35533906,35.35533906,6,5,Inf,Inf,Inf,Inf,Inf,Inf,2
30,40,0,-15,4,2,40,0,-15,40,0,24,2
30,50,35.35533906,35.35533906,6,6,50,-11.3137085,-11.3137085,50,65.76093065,65.76093065,2
80,95,0,0,5,10,95,0,0,34.18881682,60.81118318,0,2
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,51.60660172,60,-10.60660172,-33.39339828,2
80,50,10.60660172,10.60660172,1,4,50,10.60660172,46.60660172,50,10.60660172,-50.39339828,2
50,60,-10.60660172,10.60660172,2,1,60,-21.60660172,10.60660172,60,65.39339828,10.60660172,2
30,40,0,-15,4,2,40,0,-21,40,0,49,2
30,70,0,15,3,3,70,16,15,70,-47,15,2
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,46.60660172,60,-10.60660172,-33.39339828,2
50,70,0,15,3,4,70,0,26,70,0,-47,2
30,50,35.35533906,35.35533906,6,7,29,35.35533906,35.35533906,71,35.35533906,35.35533906,2
80,50,35.35533906,35.35533906,6,2,50,35.35533906,-25.64466094,50,35.35533906,61.35533906,2
80,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-46.64466094,35.35533906,2
30,60,-10.60660172,10.60660172,2,7,39,-10.60660172,10.60660172,98,-10.60660172,10.60660172,2
80,70,0,15,3,2,70,0,-26,70,0,75,2
50,70,0,15,3,7,22,0,15,96,0,15,2
50,40,0,-15,4,4,40,0,-15,40,0,-33,2
30,50,10.60660172,10.60660172,1,1,50,-20.39339828,10.60660172,50,80.60660172,10.60660172,2
80,95,0,0,5,11,99.24264069,0,4.242640687,53.28069991,0,-41.71930009,2
50,70,0,15,3,3,70,15,15,70,-47,15,2
30,50,35.35533906,35.35533906,6,1,50,19.35533906,35.35533906,50,80.35533906,35.35533906,2
30,95,0,0,5,12,95.70710678,0,-0.707106781,43.38120497,0,51.61879503,2
80,40,0,-15,4,2,40,0,-23,40,0,49,2
50,95,0,0,5,8,95,0,0,0,0,0,2
50,40,0,-15,4,2,40,0,-15,40,0,49,2
50,95,0,0,5,11,99.24264069,0,4.242640687,53.28069991,0,-41.71930009,2
30,70,0,15,3,7,17,0,15,96,0,15,2
30,50,10.60660172,10.60660172,1,6,50,-7.071067812,-7.071067812,50,65.76093065,65.76093065,2
80,95,0,0,5,12,95.70710678,0,-0.707106781,43.38120497,0,51.61879503,2
30,50,10.60660172,10.60660172,1,2,50,10.60660172,-20.39339828,50,10.60660172,58.60660172,2
50,40,0,-15,4,3,Inf,Inf,Inf,Inf,Inf,Inf,2
80,95,0,0,5,8,95,0,0,19,0,0,2
50,70,0,15,3,4,70,0,21,70,0,-47,2
30,70,0,15,3,7,39,0,15,96,0,15,2
30,70,0,15,3,2,70,0,4,70,0,75,2
50,50,35.35533906,35.35533906,6,8,61,35.35533906,35.35533906,29,35.35533906,35.35533906,2
30,50,10.60660172,10.60660172,1,2,50,10.60660172,-10.39339828,50,10.60660172,58.60660172,2
80,50,35.35533906,35.35533906,6,5,Inf,Inf,Inf,Inf,Inf,Inf,2
80,50,35.35533906,35.35533906,6,1,50,24.35533906,35.35533906,50,80.35533906,35.35533906,2
80,70,0,15,3,8,81,0,15,17,0,15,2
30,50,10.60660172,10.60660172,1,4,50,10.60660172,31.60660172,50,10.60660172,-50.39339828,2
30,70,0,15,3,2,70,0,-1,70,0,75,2
50,50,35.35533906,35.35533906,6,3,50,41.35533906,35.35533906,50,-46.64466094,35.35533906,2
50,50,35.35533906,35.35533906,6,5,50,12.02081528,58.68986284,50,82.7314934,-12.02081528,2
80,70,0,15,3,4,70,0,41,70,0,-47,2
50,40,0,-15,4,6,40,-4.949747468,-19.94974747,40,67.17514421,52.17514421,2
50,60,-10.60660172,10.60660172,2,3,60,55.39339828,10.60660172,60,-40.60660172,10.60660172,2
30,70,0,15,3,8,70,0,15,17,0,15,2
80,50,10.60660172,10.60660172,1,5,50,-30.40559159,51.61879503,50,89.09545443,-67.88225099,2
50,40,0,-15,4,2,40,0,-23,40,0,49,2
30,40,0,-15,4,8,79,0,-15,9,0,-15,2
30,70,0,15,3,3,70,36,15,70,-47,15,2
30,50,35.35533906,35.35533906,6,2,50,35.35533906,-71.64466094,50,35.35533906,61.35533906,2
30,95,0,0,5,9,Inf,Inf,Inf,Inf,Inf,Inf,2
30,60,-10.60660172,10.60660172,2,5,60,-21.92031022,21.92031022,60,62.93250353,-62.93250353,2
30,60,-10.60660172,10.60660172,2,1,60,-26.60660172,10.60660172,60,65.39339828,10.60660172,2
50,70,0,15,3,5,70,-25.45584412,40.45584412,70,61.51828996,-46.51828996,2
30,70,0,15,3,4,70,0,31,70,0,-47,2
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,65.60660172,60,-10.60660172,-33.39339828,2
80,40,0,-15,4,8,66,0,-15,9,0,-15,2
80,40,0,-15,4,2,Inf,Inf,Inf,Inf,Inf,Inf,2
