L* background,L* Ref,a* Ref,b* Ref,reference Color ID,Test Direction,L* RefFinal,a* RefFinal,b* RefFinal,L* TestFinal,a* TestFinal,b* TestFinal,Observer ID
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,40.60660172,10.60660172,4
80,95,0,0,5,11,95,0,0,87.22182541,0,-7.778174593,4
80,40,0,-15,4,4,40,0,-7,40,0,-33,4
80,95,0,0,5,9,95,0,0,82.97918472,-12.02081528,0,5
80,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,29.39339828,10.60660172,5
30,50,35.35533906,35.35533906,6,2,50,35.35533906,7.355339059,50,35.35533906,61.35533906,5
80,70,0,15,3,3,70,0,15,70,-47,15,5
30,40,0,-15,4,8,40,0,-15,35,0,-15,5
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,6.355339059,35.35533906,5
30,70,0,15,3,6,70,0,15,70,22.627417,37.627417,5
80,95,0,0,5,12,95,0,0,82.27207794,0,12.72792206,5
30,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,1.355339059,35.35533906,5
30,95,0,0,5,10,95,0,0,58.23044738,36.76955262,0,5
30,70,0,15,3,1,70,0,15,70,33,15,5
80,50,10.60660172,10.60660172,1,2,50,10.60660172,-18.39339828,50,10.60660172,58.60660172,5
30,95,0,0,5,11,95,0,0,68.12994231,0,-26.87005769,5
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,67.60660172,10.60660172,5
30,60,-10.60660172,10.60660172,2,3,60,18.39339828,10.60660172,60,-40.60660172,10.60660172,5
80,40,0,-15,4,5,40,0,-15,40,77.78174593,-92.78174593,5
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,62.60660172,5
80,70,0,15,3,6,70,-4.242640687,10.75735931,70,34.64823228,49.64823228,5
80,95,0,0,5,8,95,0,0,88,0,0,5
80,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,31,-10.60660172,10.60660172,5
30,40,0,-15,4,6,40,0,-15,40,11.3137085,-3.686291501,5
30,95,0,0,5,11,95,0,0,70.95836944,0,-24.04163056,5
30,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,31.81980515,31.81980515,5
80,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-7.644660941,35.35533906,5
80,40,0,-15,4,7,40,0,-15,60,0,-15,5
80,50,10.60660172,10.60660172,1,3,50,27.60660172,10.60660172,50,-35.39339828,10.60660172,5
30,40,0,-15,4,1,40,0,-15,40,18,-15,5
80,60,-10.60660172,10.60660172,2,3,60,4.393398282,10.60660172,60,-40.60660172,10.60660172,5
50,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,53.60660172,5
30,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,34.64823228,-34.64823228,5
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-13.39339828,10.60660172,5
80,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,57.98275606,57.98275606,5
30,40,0,-15,4,7,40,0,-15,82,0,-15,5
30,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,37.60660172,10.60660172,5
80,50,35.35533906,35.35533906,6,7,29,35.35533906,35.35533906,71,35.35533906,35.35533906,5
50,70,0,15,3,7,69,0,15,96,0,15,5
30,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,40,-10.60660172,10.60660172,5
30,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,48.08326112,-26.87005769,5
80,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,33,35.35533906,35.35533906,5
50,70,0,15,3,8,70,0,15,54,0,15,5
80,40,0,-15,4,1,40,0,-15,40,46,-15,5
30,60,-10.60660172,10.60660172,2,3,60,-5.606601718,10.60660172,60,-40.60660172,10.60660172,5
80,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-35.60660172,10.60660172,5
50,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,8.393398282,10.60660172,5
80,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,73,-10.60660172,10.60660172,5
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,1.355339059,5
50,50,35.35533906,35.35533906,6,1,50,16.35533906,35.35533906,50,80.35533906,35.35533906,5
30,40,0,-15,4,6,40,0,-15,40,16.26345597,1.263455967,5
80,50,35.35533906,35.35533906,6,6,50,26.1629509,26.1629509,50,65.76093065,65.76093065,5
50,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,19.09188309,19.09188309,5
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,9.899494937,31.11269837,5
50,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,61,35.35533906,35.35533906,5
30,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,37,35.35533906,35.35533906,5
50,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-13.39339828,5
50,95,0,0,5,12,95,0,0,71.66547622,0,23.33452378,5
50,40,0,-15,4,8,41,0,-15,9,0,-15,5
50,40,0,-15,4,7,40,0,-15,50,0,-15,5
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,39.60660172,5
50,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,73,-10.60660172,10.60660172,5
50,95,0,0,5,8,95,0,0,62,0,0,5
50,50,35.35533906,35.35533906,6,2,50,35.35533906,9.355339059,50,35.35533906,61.35533906,5
80,70,0,15,3,7,70,0,15,77,0,15,5
50,95,0,0,5,10,95,0,0,74.49390335,20.50609665,0,5
80,40,0,-15,4,5,40,0,-15,40,59.39696962,-74.39696962,5
30,95,0,0,5,12,95,0,0,73.07968978,0,21.92031022,5
80,70,0,15,3,8,70,0,15,33,0,15,5
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-8.393398282,5
30,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,90,-10.60660172,10.60660172,5
30,40,0,-15,4,4,40,0,-4,40,0,-33,5
50,40,0,-15,4,5,40,0,-15,40,67.17514421,-82.17514421,5
50,95,0,0,5,9,95,0,0,81.56497116,-13.43502884,0,5
50,40,0,-15,4,3,40,7,-15,40,-15,-15,5
50,70,0,15,3,1,70,0,15,70,24,15,5
50,40,0,-15,4,1,40,0,-15,40,16,-15,5
80,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-17.39339828,5
80,50,35.35533906,35.35533906,6,2,50,35.35533906,-6.644660941,50,35.35533906,61.35533906,5
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-14.64466094,5
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,68,10.60660172,10.60660172,5
80,70,0,15,3,1,70,0,15,70,38,15,5
80,70,0,15,3,1,70,0,15,70,10,15,5
80,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,70,35.35533906,35.35533906,5
50,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,36.76955262,36.76955262,5
30,95,0,0,5,9,95,0,0,85.10050506,-9.899494937,0,5
30,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,66,10.60660172,10.60660172,5
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,11.35533906,5
50,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,14.60660172,5
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-7.393398282,5
50,40,0,-15,4,8,41,0,-15,9,0,-15,5
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,49,-10.60660172,10.60660172,5
50,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-7.644660941,5
80,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,28.99137803,-28.99137803,5
30,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,73.35533906,35.35533906,5
80,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,12.02081528,-12.02081528,5
80,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,62.93250353,7.778174593,5
80,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,35.60660172,5
30,70,0,15,3,6,70,0,15,70,16.97056275,31.97056275,5
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,17.67766953,-17.67766953,5
50,40,0,-15,4,7,40,0,-15,47,0,-15,5
50,40,0,-15,4,1,40,0,-15,40,14,-15,5
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,40,10.60660172,10.60660172,5
50,95,0,0,5,12,95,0,0,68.12994231,0,26.87005769,5
30,95,0,0,5,8,95,0,0,51,0,0,5
80,95,0,0,5,10,95,0,0,75.90811691,19.09188309,0,5
50,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,64,10.60660172,10.60660172,5
30,70,0,15,3,8,70,0,15,42,0,15,5
50,70,0,15,3,6,70,0,15,70,26.1629509,41.1629509,5
50,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,60,35.35533906,35.35533906,5
30,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,45.96194078,24.74873734,5
30,40,0,-15,4,3,40,9,-15,40,-15,-15,5
30,40,0,-15,4,4,40,0,-12,40,0,-33,5
80,95,0,0,5,9,95,0,0,86.51471863,-8.485281374,0,5
80,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,75.35533906,35.35533906,5
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,49.60660172,5
30,40,0,-15,4,5,40,0,-15,40,73.53910524,-88.53910524,5
80,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,45.254834,-24.04163056,5
30,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,35,-10.60660172,10.60660172,5
30,70,0,15,3,1,70,-4,15,70,43,15,5
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,4.949747468,26.1629509,5
50,50,35.35533906,35.35533906,6,6,50,16.97056275,16.97056275,50,65.76093065,65.76093065,5
80,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-22.64466094,5
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,6.355339059,35.35533906,5
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,9.899494937,31.11269837,5
30,50,35.35533906,35.35533906,6,4,50,35.35533906,35.35533906,50,35.35533906,-11.64466094,5
80,50,10.60660172,10.60660172,1,2,50,10.60660172,-5.393398282,50,10.60660172,58.60660172,5
80,40,0,-15,4,6,40,0,-15,40,8.485281374,-6.514718626,5
50,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,32.60660172,5
50,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,93,-10.60660172,10.60660172,5
80,70,0,15,3,5,70,0,15,70,42.42640687,-27.42640687,5
30,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,36,35.35533906,35.35533906,5
80,40,0,-15,4,1,40,0,-15,40,33,-15,5
80,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,21,10.60660172,10.60660172,5
50,95,0,0,5,9,95,0,0,78.73654403,-16.26345597,0,5
50,95,0,0,5,11,95,0,0,72.372583,0,-22.627417,5
30,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,2.828427125,24.04163056,5
50,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,11.3137085,-11.3137085,5
80,70,0,15,3,6,70,0,15,70,20.50609665,35.50609665,5
80,40,0,-15,4,6,40,0,-15,40,20.50609665,5.506096654,5
30,70,0,15,3,5,70,0,15,70,45.96194078,-30.96194078,5
50,50,10.60660172,10.60660172,1,1,50,-5.393398282,10.60660172,50,80.60660172,10.60660172,5
30,70,0,15,3,4,70,0,15,70,0,-23,5
50,60,-10.60660172,10.60660172,2,3,60,-10.60660172,10.60660172,60,-23.60660172,10.60660172,5
50,70,0,15,3,2,70,0,15,70,0,49,5
80,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,73,-10.60660172,10.60660172,5
50,70,0,15,3,1,70,0,15,70,23,15,5
50,70,0,15,3,2,70,0,15,70,0,69,5
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,20.39339828,10.60660172,5
80,40,0,-15,4,4,40,0,4,40,0,-33,5
80,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,6.363961031,27.57716447,5
80,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-14.39339828,10.60660172,5
50,70,0,15,3,8,70,0,15,53,0,15,5
80,40,0,-15,4,3,40,35,-15,40,-15,-15,5
80,40,0,-15,4,3,40,6,-15,40,-15,-15,5
30,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,37,10.60660172,10.60660172,5
50,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,28.60660172,10.60660172,5
50,70,0,15,3,6,70,0,15,70,21.92031022,36.92031022,5
50,50,35.35533906,35.35533906,6,2,50,35.35533906,4.355339059,50,35.35533906,61.35533906,5
30,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-19.39339828,5
50,40,0,-15,4,4,40,0,6,40,0,-33,5
50,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,43,35.35533906,35.35533906,5
80,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,62,10.60660172,10.60660172,5
30,95,0,0,5,10,95,0,0,63.88730163,31.11269837,0,5
80,70,0,15,3,7,70,0,15,76,0,15,5
30,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,-7.393398282,10.60660172,5
50,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,67.35533906,35.35533906,5
50,60,-10.60660172,10.60660172,2,6,60,-10.60660172,10.60660172,60,9.899494937,31.11269837,5
50,40,0,-15,4,6,40,0,-15,40,28.99137803,13.99137803,5
80,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,50.91168825,50.91168825,5
80,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,20,-10.60660172,10.60660172,5
80,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,38,10.60660172,10.60660172,5
50,95,0,0,5,10,95,0,0,68.12994231,26.87005769,0,5
30,50,10.60660172,10.60660172,1,7,50,10.60660172,10.60660172,79,10.60660172,10.60660172,5
50,40,0,-15,4,5,40,0,-15,40,70.71067812,-85.71067812,5
80,40,0,-15,4,7,40,0,-15,70,0,-15,5
50,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,35,10.60660172,10.60660172,5
30,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,41.71930009,-20.50609665,5
50,70,0,15,3,5,70,0,15,70,38.89087297,-23.89087297,5
50,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,4.606601718,10.60660172,5
30,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,61,35.35533906,35.35533906,5
30,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,72.83199846,-2.121320344,5
80,70,0,15,3,2,70,0,-2,70,0,75,5
50,50,10.60660172,10.60660172,1,8,50,10.60660172,10.60660172,44,10.60660172,10.60660172,5
30,40,0,-15,4,5,40,0,-15,40,75.66042559,-90.66042559,5
30,70,0,15,3,5,70,0,15,70,59.39696962,-44.39696962,5
30,40,0,-15,4,1,40,0,-15,40,28,-15,5
80,40,0,-15,4,8,45,0,-15,9,0,-15,5
50,50,10.60660172,10.60660172,1,7,48,10.60660172,10.60660172,90,10.60660172,10.60660172,5
80,50,35.35533906,35.35533906,6,6,50,14.14213562,14.14213562,50,65.76093065,65.76093065,5
50,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,36.76955262,-15.55634919,5
80,70,0,15,3,3,70,0,15,70,-45,15,5
30,95,0,0,5,8,95,0,0,58,0,0,5
50,70,0,15,3,3,70,0,15,70,-38,15,5
30,40,0,-15,4,7,40,0,-15,73,0,-15,5
50,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-12.39339828,5
80,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,16.39339828,10.60660172,5
80,50,35.35533906,35.35533906,6,8,55,35.35533906,35.35533906,29,35.35533906,35.35533906,5
80,70,0,15,3,5,70,0,15,70,42.42640687,-27.42640687,5
30,50,35.35533906,35.35533906,6,6,50,28.99137803,28.99137803,50,65.76093065,65.76093065,5
30,40,0,-15,4,3,40,25,-15,40,-15,-15,5
50,50,10.60660172,10.60660172,1,3,50,10.60660172,10.60660172,50,1.606601718,10.60660172,5
80,70,0,15,3,4,70,0,15,70,0,-16,5
50,60,-10.60660172,10.60660172,2,8,60,-10.60660172,10.60660172,53,-10.60660172,10.60660172,5
50,50,35.35533906,35.35533906,6,6,50,35.35533906,35.35533906,50,65.05382387,65.05382387,5
50,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,28.28427125,-7.071067812,5
50,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,62.22539674,8.485281374,5
30,40,0,-15,4,2,40,0,-15,40,0,8,5
30,50,35.35533906,35.35533906,6,6,50,35.35533906,35.35533906,50,65.05382387,65.05382387,5
80,95,0,0,5,10,95,0,0,77.32233047,17.67766953,0,5
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-24.39339828,5
80,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-25.39339828,5
50,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,15.39339828,10.60660172,5
30,40,0,-15,4,2,40,0,-15,40,0,14,5
30,70,0,15,3,3,70,7,15,70,-47,15,5
80,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-23.39339828,5
50,70,0,15,3,4,70,0,15,70,0,-14,5
30,50,35.35533906,35.35533906,6,7,50,35.35533906,35.35533906,69,35.35533906,35.35533906,5
80,50,35.35533906,35.35533906,6,2,50,35.35533906,-1.644660941,50,35.35533906,61.35533906,5
80,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,16.35533906,35.35533906,5
30,60,-10.60660172,10.60660172,2,7,60,-10.60660172,10.60660172,92,-10.60660172,10.60660172,5
80,70,0,15,3,2,70,0,15,70,0,74,5
50,70,0,15,3,7,70,0,15,88,0,15,5
50,40,0,-15,4,4,40,0,3,40,0,-33,5
30,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,42.60660172,10.60660172,5
80,95,0,0,5,11,95,0,0,85.80761184,0,-9.192388155,5
50,70,0,15,3,3,70,0,15,70,-30,15,5
30,50,35.35533906,35.35533906,6,1,50,35.35533906,35.35533906,50,65.35533906,35.35533906,5
30,95,0,0,5,12,95,0,0,75.90811691,0,19.09188309,5
80,40,0,-15,4,2,40,0,-15,40,0,29,5
50,95,0,0,5,8,95,0,0,62,0,0,5
50,40,0,-15,4,2,40,0,-15,40,0,17,5
50,95,0,0,5,11,95,0,0,71.66547622,0,-23.33452378,5
30,70,0,15,3,7,59,0,15,96,0,15,5
30,50,10.60660172,10.60660172,1,6,50,10.60660172,10.60660172,50,35.35533906,35.35533906,5
80,95,0,0,5,12,95,0,0,84.39339828,0,10.60660172,5
30,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,46.60660172,5
50,40,0,-15,4,3,40,31,-15,40,-15,-15,5
80,95,0,0,5,8,95,0,0,83,0,0,5
50,70,0,15,3,4,70,0,15,70,0,-15,5
30,70,0,15,3,7,59,0,15,96,0,15,5
30,70,0,15,3,2,70,0,15,70,0,54,5
50,50,35.35533906,35.35533906,6,8,50,35.35533906,35.35533906,45,35.35533906,35.35533906,5
30,50,10.60660172,10.60660172,1,2,50,10.60660172,10.60660172,50,10.60660172,45.60660172,5
80,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,67.17514421,3.535533906,5
80,50,35.35533906,35.35533906,6,1,50,11.35533906,35.35533906,50,80.35533906,35.35533906,5
80,70,0,15,3,8,70,0,15,51,0,15,5
30,50,10.60660172,10.60660172,1,4,50,10.60660172,10.60660172,50,10.60660172,-22.39339828,5
30,70,0,15,3,2,70,0,15,70,0,49,5
50,50,35.35533906,35.35533906,6,3,50,35.35533906,35.35533906,50,-2.644660941,35.35533906,5
50,50,35.35533906,35.35533906,6,5,50,35.35533906,35.35533906,50,74.24621202,-3.535533906,5
80,70,0,15,3,4,70,0,15,70,0,-19,5
50,40,0,-15,4,6,40,0,-15,40,9.192388155,-5.807611845,5
50,60,-10.60660172,10.60660172,2,3,60,4.393398282,10.60660172,60,-40.60660172,10.60660172,5
30,70,0,15,3,8,70,0,15,46,0,15,5
80,50,10.60660172,10.60660172,1,5,50,10.60660172,10.60660172,50,51.61879503,-30.40559159,5
50,40,0,-15,4,2,40,0,-15,40,0,14,5
30,40,0,-15,4,8,40,0,-15,33,0,-15,5
30,70,0,15,3,3,70,0,15,70,-36,15,5
30,50,35.35533906,35.35533906,6,2,50,35.35533906,7.355339059,50,35.35533906,61.35533906,5
30,95,0,0,5,9,95,0,0,66.00862197,-28.99137803,0,5
30,60,-10.60660172,10.60660172,2,5,60,-10.60660172,10.60660172,60,62.93250353,-62.93250353,5
30,60,-10.60660172,10.60660172,2,1,60,-10.60660172,10.60660172,60,27.39339828,10.60660172,5
50,70,0,15,3,5,70,0,15,70,48.08326112,-33.08326112,5
30,70,0,15,3,4,70,0,15,70,0,-21,5
50,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-32.39339828,5
80,40,0,-15,4,8,49,0,-15,9,0,-15,5
80,40,0,-15,4,2,40,0,-15,40,0,32,5
30,60,-10.60660172,10.60660172,2,2,60,-10.60660172,10.60660172,60,-10.60660172,38.60660172,5
30,60,-10.60660172,10.60660172,2,4,60,-10.60660172,10.60660172,60,-10.60660172,-13.39339828,5
80,50,10.60660172,10.60660172,1,1,50,10.60660172,10.60660172,50,66.60660172,10.60660172,5
80,95,0,0,5,11,95,0,0,85.10050506,0,-9.899494937,5
80,40,0,-15,4,4,40,0,7,40,0,-33,5